"コード","銘柄名","市場","現在値","前日比(%)","ベータ(対TOPIX)"
"8559","豊和銀行","福","479","+10.0(+2.13%)","0.30"
"8560","宮崎太陽銀行","福","2221","-31.0(-1.38%)","0.72"
"8562","福島銀行","東S","354","-3.0(-0.84%)","1.05"
"8563","大東銀行","東S","1010","+20.0(+2.02%)","0.89"
"8566","リコーリース","東P","6180","-120.0(-1.90%)","0.64"
"8570","イオンフィナンシャルサービス","東P","1583.5","+23.5(+1.51%)","0.77"
"8572","アコム","東S","456.9","-7.4(-1.59%)","0.80"
"8584","ジャックス","東P","3495","-280.0(-7.42%)","0.87"
"8585","オリエントコーポレーション","東P","856","-135.0(-13.62%)","0.73"
"8591","オリックス","東P","5778.0","+6.0(+0.10%)","1.17"
"8593","三菱ＨＣキャピタル","東P","1336.5","-89.5(-6.28%)","0.77"
"8594","中道リース","札","701","+2.0(+0.29%)","0.39"
"8595","ジャフコ　グループ","東P","2236.5","-6.0(-0.27%)","0.45"
"8596","九州リースサービス","東S","1455","+12.0(+0.83%)","0.88"
"8600","トモニＨＬＤＧ","東P","866","-12.0(-1.37%)","1.07"
"8601","大和証券グループ本社","東P","1467.0","-15.5(-1.05%)","1.26"
"8604","野村ＨＬＤＧ","東P","1248.0","-25.0(-1.96%)","1.46"
"8609","岡三証券グループ","東P","920","-10.0(-1.08%)","1.13"
"8613","丸三証券","東P","1033","-30.0(-2.82%)","0.90"
"8614","東洋証券","東P","623","-11.0(-1.74%)","0.94"
"8616","東海東京フィナンシャルＨＬＤＧ","東P","700","-10.0(-1.41%)","1.03"
"8617","光世証券","東S","517","-4.0(-0.77%)","0.74"
"8622","水戸証券","東P","644","-8.0(-1.23%)","1.11"
"8624","いちよし証券","東P","1254","-30.0(-2.34%)","1.16"
"8628","松井証券","東P","910","-18.0(-1.94%)","0.56"
"8630","ＳＯＭＰＯ　ＨＬＤＧ","東P","6134.0","+34.0(+0.56%)","1.21"
"8697","日本取引所グループ","東P","1747.5","-20.0(-1.13%)","0.95"
"8698","マネックスグループ","東P","657","-9.0(-1.35%)","1.05"
"8699","ＨＳＨＬＤＧ","東S","1151","+18.0(+1.59%)","0.37"
"8700","丸八証券","東S","1736","-9.0(-0.52%)","0.41"
"8704","トレイダーズＨＬＤＧ","東S","1146","-23.0(-1.97%)","1.23"
"8705","日産証券グループ","東S","242","-5.0(-2.02%)","0.93"
"8706","極東証券","東P","1548","-19.0(-1.21%)","1.05"
"8707","岩井コスモＨＬＤＧ","東P","3605","-35.0(-0.96%)","1.16"
"8708","アイザワ証券グループ","東P","1462","-17.0(-1.15%)","0.97"
"8713","フィデアＨＬＤＧ","東P","1916","-28.0(-1.44%)","1.00"
"8714","池田泉州ＨＬＤＧ","東P","937","-18.0(-1.88%)","1.19"
"8715","アニコムＨＤ","東P","1295","-45.0(-3.36%)","0.77"
"8725","ＭＳ＆ＡＤインシュアランスＨＤ","東P","4420.0","+29.0(+0.66%)","1.21"
"8737","あかつき本社","東S","615","-2.0(-0.32%)","0.74"
"8739","スパークス・グループ","東P","2131","-6.0(-0.28%)","0.97"
"8742","小林洋行","東S","552","+12.0(+2.22%)","0.57"
"8746","ｕｎｂａｎｋｅｄ","東S","239","-7.0(-2.85%)","1.37"
"8747","豊トラスティ証券","東S","2355","-56.0(-2.32%)","0.81"
"8750","第一ライフグループ","東P","1615.0","-3.0(-0.19%)","1.26"
"8766","東京海上ＨＬＤＧ","東P","7627.0","+59.0(+0.78%)","1.43"
"8769","アドバンテッジリスクマネジメン","東S","511","+33.0(+6.90%)","0.84"
"8771","イー・ギャランティ","東P","1729","+62.0(+3.72%)","0.79"
"8772","アサックス","東S","833","-35.0(-4.03%)","0.56"
"8783","ａｂｃ","東S","118","-8.0(-6.35%)","1.01"
"8789","フィンテック　グローバル","東S","134","-1.0(-0.74%)","1.25"
"8793","ＮＥＣキャピタルソリューション","東P","3910","-65.0(-1.64%)","0.85"
"8795","Ｔ＆Ｄ　ＨＬＤＧ","東P","4001.0","+52.0(+1.32%)","1.26"
"8798","アドバンスクリエイト","東P","141","+0.0(+0.00%)","0.89"
"8801","三井不動産","東P","1498.0","-41.5(-2.70%)","0.94"
"8802","三菱地所","東P","3993.0","-144.0(-3.48%)","0.92"
"8803","平和不動産","東P","2340","-73.0(-3.03%)","0.53"
"8804","東京建物","東P","3105.0","-193.0(-5.85%)","0.98"
"8818","京阪神ビルディング","東P","2192","-44.0(-1.97%)","0.67"
"8830","住友不動産","東P","3981.0","-251.0(-5.93%)","1.09"
"8835","太平洋興発","東S","821","-15.0(-1.79%)","0.20"
"8836","ＲＩＳＥ","東S","24","-5.0(-17.24%)","0.46"
"8841","テーオーシー","東S","1000","-19.0(-1.86%)","0.78"
"8844","コスモスイニシア","東S","1264","+16.0(+1.28%)","0.96"
"8848","レオパレス２１","東P","623","-19.0(-2.96%)","0.89"
"8850","スターツコーポレーション","東P","4690","-165.0(-3.40%)","0.66"
"8860","フジ住宅","東P","760","+25.0(+3.40%)","0.70"
"8864","空港施設","東S","906","-7.0(-0.77%)","0.56"
"8869","明和地所","東S","801","-38.0(-4.53%)","0.79"
"8871","ゴールドクレスト","東S","3700","+50.0(+1.37%)","0.41"
"8876","リログループ","東P","1961.0","-73.5(-3.61%)","0.65"
"8877","エスリード","東P","5030","-140.0(-2.71%)","0.90"
"8881","日神グループＨＬＤＧ","東P","658","-4.0(-0.60%)","0.77"
"8887","シーラＨＬＤＧ","東S","359","-6.0(-1.64%)","0.71"
"8891","ＡＭＧＨＬＤＧ","東S","1754","+11.0(+0.63%)","0.96"
"8892","エスコン","東P","1121","-4.0(-0.36%)","0.60"
"8894","ＲＥＶＯＬＵＴＩＯＮ","東S","33","+0.0(+0.00%)","1.09"
"8897","ＭＩＲＡＲＴＨＨＬＤＧ","東P","420","+26.0(+6.60%)","0.74"
"8898","センチュリー２１・ジャパン","東S","1125","+4.0(+0.36%)","0.21"
"8904","ＡＶＡＮＴＩＡ","東S","815","+0.0(+0.00%)","0.42"
"8908","毎日コムネット","東S","915","+5.0(+0.55%)","0.54"
"8912","エリアクエスト","東S","177","+2.0(+1.14%)","0.28"
"8914","エリアリンク","東S","936","-16.0(-1.68%)","0.72"
"8917","ファースト住建","東S","1030","-25.0(-2.37%)","0.56"
"8918","ランド","東S","10","+0.0(+0.00%)","0.34"
"8919","カチタス","東P","3600","+20.0(+0.56%)","0.69"
"8920","東祥","東S","781","+16.0(+2.09%)","1.05"
"8923","トーセイ","東P","1545","-38.0(-2.40%)","0.81"
"8927","明豊エンタープライズ","東S","434","-2.0(-0.46%)","0.88"
"8928","穴吹興産","東S","2456","-41.0(-1.64%)","0.57"
"8929","青山財産ネットワークス","東S","1463","+80.0(+5.78%)","0.62"
"8931","和田興産","東S","1243","-27.0(-2.13%)","0.70"
"8934","サンフロンティア不動産","東P","2402","-65.0(-2.63%)","0.87"
"8935","ＦＪネクストＨＬＤＧ","東P","1727","+24.0(+1.41%)","0.59"
"8938","グロームＨＬＤＧ","東G","326","+10.0(+3.16%)","0.87"
"8944","ランドビジネス","東S","278","+39.0(+16.32%)","0.77"
"8945","サンネクスタグループ","東S","1175","+34.0(+2.98%)","0.31"
"8946","ＡＳＩＡＮ　ＳＴＡＲ","東S","74","-3.0(-3.90%)","0.77"
"8951","日本ビルファンド投資法人","東REIT","122400","-3,600.0(-2.86%)","0.20"
"8952","ジャパンリアルエステイト投資法","東REIT","113200","-2,900.0(-2.50%)","0.25"
"8953","日本都市ファンド投資法人","東REIT","112900","-700.0(-0.62%)","0.25"
"8954","オリックス不動産投資法人","東REIT","96000","-1,000.0(-1.03%)","0.25"
"8955","日本プライムリアルティ投資法人","東REIT","95500","-1,600.0(-1.65%)","0.27"
"8956","ＮＴＴ都市開発リート投資法人","東REIT","132400","-1,500.0(-1.12%)","0.23"
"8957","東急リアル・エステート投資法人","東REIT","186000","-2,700.0(-1.43%)","0.26"
"8958","グローバル・ワン不動産投資法人","東REIT","115900","-1,300.0(-1.11%)","0.30"
"8960","ユナイテッド・アーバン投資法人","東REIT","167900","-2,100.0(-1.24%)","0.32"
"8961","森トラストリート投資法人","東REIT","73400","-600.0(-0.81%)","0.25"
"8963","インヴィンシブル投資法人","東REIT","60000","-800.0(-1.32%)","0.49"
"8964","フロンティア不動産投資法人","東REIT","82900","-1,000.0(-1.19%)","0.23"
"8966","平和不動産リート投資法人","東REIT","140500","-1,500.0(-1.06%)","0.30"
"8967","日本ロジスティクスファンド投資","東REIT","91800","-900.0(-0.97%)","0.26"
"8968","福岡リート投資法人","東REIT","172900","-2,000.0(-1.14%)","0.28"
"8972","ＫＤＸ不動産投資法人","東REIT","157900","-2,100.0(-1.31%)","0.25"
"8975","いちごオフィスリート投資法人","東REIT","86000","-1,500.0(-1.71%)","0.30"
"8976","大和証券オフィス投資法人","東REIT","323500","-6,000.0(-1.82%)","0.25"
"8977","阪急阪神リート投資法人","東REIT","148200","-400.0(-0.27%)","0.27"
"8979","スターツプロシード投資法人","東REIT","187800","-1,400.0(-0.74%)","0.26"
"8984","大和ハウスリート投資法人","東REIT","121500","-1,800.0(-1.46%)","0.20"
"8985","ジャパン・ホテル・リート投資法","東REIT","75600","-800.0(-1.05%)","0.47"
"8986","大和証券リビング投資法人","東REIT","104000","-1,300.0(-1.23%)","0.30"
"8987","ジャパンエクセレント投資法人","東REIT","139100","-2,600.0(-1.83%)","0.27"
"8995","誠建設工業","東S","914","-4.0(-0.44%)","0.48"
"8996","ハウスフリーダム","東S","1007","-3.0(-0.30%)","0.33"
"8999","グランディハウス","東P","527","-7.0(-1.31%)","0.63"
"9001","東武鉄道","東P","2825.0","-3.5(-0.12%)","0.51"
"9003","相鉄ＨＬＤＧ","東P","2688.0","-37.0(-1.36%)","0.44"
"9005","東急","東P","1654.0","-3.0(-0.18%)","0.41"
"9006","京浜急行電鉄","東P","1572.5","-5.5(-0.35%)","0.39"
"9007","小田急電鉄","東P","1678.0","-26.0(-1.53%)","0.47"
"9008","京王電鉄","東P","755.4","-20.1(-2.59%)","0.54"
"9009","京成電鉄","東P","1072.5","-12.5(-1.15%)","0.59"
"9010","富士急行","東P","2084","+0.0(+0.00%)","0.65"
"9012","秩父鉄道","東S","2113","-37.0(-1.72%)","0.08"
"9017","新潟交通","東S","1967","+6.0(+0.31%)","0.09"
"9020","東日本旅客鉄道","東P","3682.0","-84.0(-2.23%)","0.42"
"9021","西日本旅客鉄道","東P","2735.5","+4.5(+0.16%)","0.50"
"9022","東海旅客鉄道","東P","3557.0","-77.0(-2.12%)","0.58"
"9024","西武ＨＬＤＧ","東P","3130.0","-284.0(-8.32%)","0.63"
"9025","鴻池運輸","東P","2711","-51.0(-1.85%)","0.70"
"9027","ロジネット　ジャパン","札","4070","-5.0(-0.12%)","0.27"
"9028","ゼロ","東S","3495","+30.0(+0.87%)","0.96"
"9029","ヒガシＨＬＤＧ","東S","1985","-21.0(-1.05%)","0.73"
"9031","西日本鉄道","東P","2781.5","+18.5(+0.67%)","0.56"
"9033","広島電鉄","東S","609","+0.0(+0.00%)","0.25"
"9034","南総通運","東S","1593","+3.0(+0.19%)","0.57"
"9035","第一交通産業","福","728","-2.0(-0.27%)","0.24"
"9036","東部ネットワーク","東S","1301","+16.0(+1.25%)","0.59"
"9037","ハマキョウレックス","東P","1850","-5.0(-0.27%)","0.59"
"9039","サカイ引越センター","東P","2816","+11.0(+0.39%)","0.50"
"9040","大宝運輸","名M","-","- (-%)","0.19"
"9041","近鉄グループＨＬＤＧ","東P","3475.0","-147.0(-4.06%)","0.48"
"9042","阪急阪神ＨＬＤＧ","東P","4918.0","+131.0(+2.74%)","0.42"
"9044","ＮＡＮＫＡＩ","東P","2900.0","-44.5(-1.51%)","0.57"
"9045","京阪ＨＬＤＧ","東P","3045.0","-19.0(-0.62%)","0.51"
"9046","神戸電鉄","東P","2427","+3.0(+0.12%)","0.40"
"9048","名古屋鉄道","東P","1896.5","+79.0(+4.35%)","0.41"
"9049","京福電気鉄道","東S","7370","+0.0(+0.00%)","0.35"
"9051","センコン物流","東S","-","- (-%)","0.35"
"9052","山陽電気鉄道","東P","1927","-56.0(-2.82%)","0.38"
"9057","遠州トラック","東S","3240","+135.0(+4.35%)","0.48"
"9059","カンダＨＬＤＧ","東S","879","+0.0(+0.00%)","0.58"
"9060","日本ロジテム","東S","4130","-265.0(-6.03%)","0.46"
"9063","岡山県貨物運送","東S","3945","-65.0(-1.62%)","0.64"
"9064","ヤマトＨＬＤＧ","東P","1727.0","-5.5(-0.32%)","0.34"
"9065","山九","東P","9088.0","+7.0(+0.08%)","0.66"
"9067","丸運","東S","941","+0.0(+0.00%)","0.63"
"9068","丸全昭和運輸","東P","7790","-190.0(-2.38%)","0.72"
"9069","センコーグループＨＬＤＧ","東P","2005.0","-26.5(-1.30%)","0.38"
"9072","ニッコンＨＬＤＧ","東P","5236.0","-75.0(-1.41%)","0.51"
"9073","京極運輸商事","東S","1217","-1.0(-0.08%)","0.64"
"9074","日本石油輸送","東S","5390","-90.0(-1.64%)","0.58"
"9075","福山通運","東P","5820","-50.0(-0.85%)","0.56"
"9076","セイノーＨＬＤＧ","東P","2567.5","+20.5(+0.80%)","0.34"
"9081","神奈川中央交通","東P","3245","-10.0(-0.31%)","0.49"
"9082","大和自動車交通","東S","1330","+31.0(+2.39%)","0.31"
"9083","神姫バス","東S","1987","+16.0(+0.81%)","0.09"
"9085","北海道中央バス","札","6320","-30.0(-0.47%)","0.31"
"9087","タカセ","東S","2211","-29.0(-1.29%)","0.27"
"9090","ＡＺ−ＣＯＭ丸和ＨＬＤＧ","東P","830","-17.0(-2.01%)","0.59"
"9101","日本郵船","東P","5558.0","+60.0(+1.09%)","0.76"
"9104","商船三井","東P","5851.0","-12.0(-0.20%)","0.80"
"9107","川崎汽船","東P","2541.0","+18.5(+0.73%)","1.07"
"9110","ＮＳユナイテッド海運","東P","7670","-270.0(-3.40%)","0.88"
"9115","明海グループ","東S","1218","-9.0(-0.73%)","0.75"
"9119","飯野海運","東P","1505","-26.0(-1.70%)","0.78"
"9127","玉井商船","東S","2993","+11.0(+0.37%)","0.73"
"9130","共栄タンカー","東S","1442","-37.0(-2.50%)","0.83"
"9142","九州旅客鉄道","東P","3628.0","-46.0(-1.25%)","0.43"
"9143","ＳＧ　ＨＬＤＧ","東P","1439.5","-4.5(-0.31%)","0.33"
"9145","ビーイングＨＬＤＧ","東S","541","-84.0(-13.44%)","0.48"
"9147","ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳ","東P","4768.0","+58.0(+1.23%)","0.55"
"9158","シーユーシー","東G","735","+18.0(+2.51%)","1.10"
"9159","Ｗ　ＴＯＫＹＯ","東G","2118","+169.0(+8.67%)","0.83"
"9160","オンザページ","東S","295","-9.0(-2.96%)","0.52"
"9162","ブリーチ","東G","249","-12.0(-4.60%)","0.92"
"9163","ナレルグループ","東G","2218","+3.0(+0.14%)","0.65"
"9165","クオルテック","東G","1844","+161.0(+9.57%)","0.82"
"9166","ＧＥＮＤＡ","東G","477","-11.0(-2.25%)","1.26"
"9168","ライズ・コンサルティング・グル","東G","385","-3.0(-0.77%)","0.81"
"9170","成友興業","名M","4450","+450.0(+11.25%)","0.28"
"9171","栗林商船","東S","1811","+16.0(+0.89%)","0.94"
"9173","東海汽船","東S","3000","+5.0(+0.17%)","0.10"
"9193","東京汽船","東S","1040","-7.0(-0.67%)","0.68"
"9201","日本航空","東P","2521.0","-29.0(-1.14%)","0.63"
"9202","ＡＮＡ　ＨＬＤＧ","東P","2717.0","-28.0(-1.02%)","0.49"
"9204","スカイマーク","東G","336","+10.0(+3.07%)","0.59"
"9206","スターフライヤー","東S","1902","-20.0(-1.04%)","0.46"
"9211","エフ・コード","東G","1455","+30.0(+2.11%)","1.60"
"9212","Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓ","東G","342","+3.0(+0.88%)","0.81"
"9213","セイファート","東S","1019","+23.0(+2.31%)","0.48"
"9214","Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎ","東G","1337","-4.0(-0.30%)","0.64"
"9215","ＣａＳｙ","東G","892","+3.0(+0.34%)","0.43"
"9216","ビーウィズ","東P","1960","+30.0(+1.55%)","0.60"
"9218","メンタルヘルステクノロジーズ","東G","685","-15.0(-2.14%)","0.84"
"9219","ギックス","東G","911","+2.0(+0.22%)","0.65"
"9220","エフビー介護サービス","東S","1235","-1.0(-0.08%)","0.45"
"9221","フルハシＥＰＯ","東S","1116","-13.0(-1.15%)","0.34"
"9223","ＡＳＮＯＶＡ","東G","405","-4.0(-0.98%)","0.41"
"9225","ブリッジコンサルティンググルー","東G","997","-84.0(-7.77%)","0.57"
"9227","マイクロ波化学","東G","813","-9.0(-1.09%)","1.40"
"9229","サンウェルズ","東P","181","-10.0(-5.24%)","1.16"
"9233","アジア航測","東S","1109","-59.0(-5.05%)","0.47"
"9235","売れるネット広告社グループ","東G","630","-3.0(-0.47%)","1.37"
"9236","ジャパンＭ＆Ａソリューション","東G","1230","+40.0(+3.36%)","0.92"
"9237","笑美面","東G","669","-12.0(-1.76%)","0.84"
"9238","バリュークリエーション","東G","592","+18.0(+3.14%)","0.95"
"9240","デリバリーコンサルティング","東G","456","+4.0(+0.88%)","0.94"
"9241","フューチャーリンクネットワーク","東G","1301","-1.0(-0.08%)","0.40"
"9242","メディア総研","東G","1890","-20.0(-1.05%)","0.45"
"9244","デジタリフト","東G","969","-2.0(-0.21%)","0.78"
"9245","リベロ","東G","1920","+9.0(+0.47%)","0.56"
"9246","プロジェクトＨＬＤＧ","東G","1040","+44.0(+4.42%)","0.68"
"9247","TRE ＨＬＤＧ","東P","1455","-151.0(-9.40%)","1.00"
"9248","人・夢・技術グループ","東S","1548","-51.0(-3.19%)","0.80"
"9249","日本エコシステム","東S","1576","+23.0(+1.48%)","0.43"
"9250","ＧＲＣＳ","東G","914","-1.0(-0.11%)","0.61"
"9251","ＡＢ＆Ｃｏｍｐａｎｙ","東G","1205","+9.0(+0.75%)","0.32"
"9252","ラストワンマイル","東G","3840","-25.0(-0.65%)","0.71"
"9253","スローガン","東G","750","+1.0(+0.13%)","0.43"
"9254","ラバブルマーケティンググループ","東G","1146","-14.0(-1.21%)","0.59"
"9256","サクシード","東G","1950","+226.0(+13.11%)","0.30"
"9257","ＹＣＰＨＬＤＧ（グローバル）","東G","-","- (-%)","0.20"
"9258","ＣＳ−Ｃ","東G","318","+8.0(+2.58%)","0.69"
"9259","タカヨシＨＬＤＧ","東G","836","-11.0(-1.30%)","0.61"
"9262","シルバーライフ","東S","760","+9.0(+1.20%)","0.75"
"9264","ポエック","東S","1659","-18.0(-1.07%)","0.96"
"9265","ヤマシタヘルスケアＨＬＤＧ","東S","3395","+35.0(+1.04%)","0.24"
"9267","Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅ","東P","3580","-40.0(-1.10%)","0.56"
"9268","オプティマスグループ","東S","397","-73.0(-15.53%)","1.07"
"9270","バリュエンスＨＬＤＧ","東G","2283","-5.0(-0.22%)","0.84"
"9271","和心","東G","1010","+60.0(+6.32%)","0.86"
"9272","ブティックス","東G","1332","-48.0(-3.48%)","0.73"
"9273","コーア商事ＨＬＤＧ","東P","810","-15.0(-1.82%)","0.85"
"9274","ＫＰＰグループＨＬＤＧ","東P","971","+0.0(+0.00%)","0.88"
"9278","ブックオフグループＨＬＤＧ","東P","2023","-27.0(-1.32%)","0.64"
"9279","ギフトＨＬＤＧ","東P","4100","-260.0(-5.96%)","0.64"
"9282","いちごグリーンインフラ投資法人","東IF","58000","-1,400.0(-2.36%)","0.28"
"9284","カナディアン・ソーラー・インフ","東IF","89900","-300.0(-0.33%)","0.26"
"9285","東京インフラ・エネルギー投資","東IF","49500","-150.0(-0.30%)","0.32"
"9286","エネクス・インフラ投資法人","東IF","58400","-400.0(-0.68%)","0.25"
"9301","三菱倉庫","東P","1416.5","-8.5(-0.60%)","0.74"
"9302","三井倉庫ＨＬＤＧ","東P","3898.0","-82.0(-2.06%)","0.47"
"9303","住友倉庫","東P","3915","-50.0(-1.26%)","0.49"
"9304","澁澤倉庫","東P","1402","-20.0(-1.41%)","0.54"
"9305","ヤマタネ","東P","1985","-45.0(-2.22%)","0.65"
"9306","東陽倉庫","東S","2071","-25.0(-1.19%)","0.54"
"9307","杉村倉庫","東S","1008","+17.0(+1.72%)","0.82"
"9308","乾汽船","東S","1570","-44.0(-2.73%)","0.74"
"9310","日本トランスシティ","東P","1196","-16.0(-1.32%)","0.88"
"9311","アサガミ","東S","7880","-80.0(-1.01%)","0.34"
"9312","ケイヒン","東S","2986","-64.0(-2.10%)","0.80"
"9313","丸八倉庫","東S","1069","+10.0(+0.94%)","0.49"
"9319","中央倉庫","東P","1942","-35.0(-1.77%)","0.67"
"9322","川西倉庫","東S","2198","-187.0(-7.84%)","0.35"
"9324","安田倉庫","東P","2224","-63.0(-2.75%)","0.70"
"9325","ファイズＨＬＤＧ","東S","1252","+10.0(+0.81%)","0.73"
"9326","関通ＨＬＤＧ","東G","406","-2.0(-0.49%)","0.52"
"9327","イー・ロジット","東S","211","+0.0(+0.00%)","1.28"
"9330","揚羽","東G","839","-5.0(-0.59%)","0.66"
"9331","キャスター","東G","703","-5.0(-0.71%)","0.76"
"9332","ＮＩＳＳＯＨＬＤＧ","東P","583","+11.0(+1.92%)","0.90"
"9336","大栄環境","東P","4145","-155.0(-3.60%)","0.53"
